¤@2542556
±R  11545
±S     31
±T   2712
±U    310
±V   1036
±W    363
±X    942
±Y   2048
±Z   1606
±[    998
±\     10
±]    216
±^   3791
±_   1968
±` 185860
±a  76240
±b  22312
±c    222
±d  38252
±e   9813
±f    549
±g    302
±h     83
±i 134407
±j 104347
±k   1066
±l   7594
±m  27044
±n    105
±o 521836
±p    371
±q 160052
±r   1095
±s   1585
±t    267
±u    677
±v    263
±w   4650
±x   8090
±y   7625
±z 185118
±{    507
±|    579
±}    465
±~    668
±¡ 318027
±¢    238
±£   1140
±¤  28798
±¥   1654
±¦   1423
±§    860
±¨    616
±©   3771
±ª   1929
±«    605
±¬     80
±­   3579
±®     40
±¯    113
±°   1648
±±  32500
±²   6417
±³     56
±´  14221
±µ 137368
±¶   7286
±·   3679
±¸   1492
±¹   5145
±º    201
±»   4122
±¼  75299
±½   9663
±¾  19689
±¿    341
±À  64630
±Á     85
±Â  30016
±Ã   2985
±Ä  18061
±Å    208
±Æ  61011
±Ç   1682
±È   1067
±É    214
±Ê    115
±Ë   8137
±Ì    159
±Í   7545
±Î    326
±Ï  52003
±Ð 245033
±Ñ  40871
±Ò  25307
±Ó  18600
±Ô   4193
±Õ    388
±Ö      8
±×   4875
±Ø     79
±Ù   3220
±Ú  39730
±Û  10992
±Ü     96
±Ý     62
±Þ    874
±ß  63237
±à    243
±á   7903
±â   1336
±ã    174
±ä   4289
±å     31
±æ 155460
±ç   6724
±è   6264
±é    524
±ê    828
±ë   1390
±ì   4638
±í   3607
±î     19
±ï    477
±ð    272
±ñ  15832
±ò     18
±ó  22563
±ô   3453
±õ    180
±ö  25172
±÷     44
±ø  59837
±ù   1940
±ú    510
±û     10
±ü     19
±ý  28313
±þ  60424
²@   9404
²A     57
²B    763
²C    157
²D   8615
²E   1246
²F    133
²G   5079
²H  21570
²I    907
²J    481
²K   4500
²L  11210
²M 302588
²N    855
²O   3413
²P   6964
²Q   8887
²R     44
²S     66
²T   2777
²U     95
²V  22888
²W   3268
²X    141
²Y   2911
²Z    442
²[   6870
²\  17323
²]   3296
²^   3120
²_   2550
²`  67687
²a    335
²b  11522
²c   1129
²d     22
²e    123
²f    107
²g     19
²h    225
²i    681
²j   2648
²k    851
²l    450
²m    138
²n  32512
²o  11519
²p    187
²q  22272
²r   7890
²s    453
²t     12
²u    165
²v  45566
²w    260
²x     26
²y 199740
²z 286328
²{ 341466
²|    183
²}     58
²~  15600
²¡    760
²¢   8051
²£  57950
²¤  23410
²¥    123
²¦  52670
²§  35756
²¨   5660
²©    409
²ª   5113
²«   1160
²¬    570
²­     84
²®    290
²¯    680
²°   4860
²±  11909
²²   3326
²³  44803
²´  71058
²µ    505
²¶   1080
²·   1111
²¸    797
²¹     67
²º      9
²»   9403
²¼  67677
²½   3897
²¾  20647
²¿    427
²À   1273
²Á    553
²Â  20700
²Ã   5238
²Ä 202411
²Å  17927
²Æ    957
²Ç     42
²È     12
²É   4622
²Ê   5947
²Ë     45
²Ì   1261
²Í   2487
²Î 141769
²Ï   1535
²Ð  29836
²Ñ     12
²Ò     64
²Ó  41672
²Ô   1115
²Õ  96711
²Ö  18845
²×  50989
²Ø    121
²Ù      7
²Ú    220
²Û   5666
²Ü    418
²Ý    187
²Þ    415
²ß  48435
²à      8
²á  34724
²â   1703
²ã    153
²ä    969
²å     58
²æ  16953
²ç    114
²è      9
²é     18
²ê     32
²ë    653
²ì     70
²í    199
²î  12875
²ï   5532
²ð    254
²ñ    691
²ò     13
²ó     73
²ô    935
²õ    975
²ö  27786
²÷    852
²ø  14938
²ù    868
²ú   7901
²û    148
²ü   5260
²ý    381
²þ    549
³@     33
³A     17
³B 139649
³C    444
³D   4671
³E    505
³F     10
³G     19
³H    670
³I    178
³J  22656
³K    678
³L    359
³M     24
³N  65266
³O     96
³P     65
³Q 197413
³R    580
³S   3706
³T   3895
³U   8689
³V   2969
³W  52770
³X   9912
³Y   3138
³Z   2307
³[    387
³\ 145559
³] 125381
³^    456
³_    453
³`    462
³a     17
³b    789
³c   4357
³d  44701
³e   5585
³f  19754
³g   7044
³h   3291
³i     52
³j   1008
³k    628
³l    112
³m     99
³n  60057
³o 986130
³p   2366
³q 170230
³r   1843
³s 127418
³t  80360
³u   7491
³v  10865
³w   1616
³x   1137
³y  71032
³z  19668
³{  23680
³|    182
³}   8014
³~  17088
³¡ 176255
³¢  24538
³£ 493206
³¤    332
³¥  43878
³¦   1811
³§     87
³¨   7422
³©    243
³ª     56
³«     16
³¬  10087
³­  10822
³®   5046
³¯ 125249
³°  34355
³±  14299
³²     25
³³   4648
³´   8555
³µ     21
³¶   3727
³·  20246
³¸    243
³¹ 391052
³º  58426
³»  18957
³¼   1803
³½  49608
³¾  46304
³¿    157
³À   5200
³Á  11018
³Â  28311
³Ã   6058
³Ä   1404
³Å   3730
³Æ  80164
³Ç  16986
³È    723
³É     21
³Ê   2590
³Ë     36
³Ì 335527
³Í  11739
³Î   7806
³Ï     30
³Ð  31835
³Ñ  14066
³Ò  12873
³Ó  64825
³Ô    491
³Õ  39094
³Ö    573
³×    189
³Ø    898
³Ù   2204
³Ú   1092
³Û   9483
³Ü  22191
³Ý   1549
³Þ   5512
³ß 146563
³à   4862
³á  92913
³â   7972
³ã    185
³ä   1418
³å    287
³æ 116886
³ç    148
³è   1685
³é   4049
³ê   4432
³ë   4122
³ì   6151
³í     14
³î    675
³ï   1841
³ð    175
³ñ    784
³ò  21140
³ó   3685
³ô   5637
³õ 160542
³ö   1344
³÷     41
³ø 125240
³ù   4802
³ú     29
³û     24
³ü   3679
³ý   2933
³þ    526
´@   2923
´A   3691
´B    407
´C  13216
´D    631
´E     56
´F     62
´G     36
´H  15884
´I  20968
´J   1803
´K    386
´L  22568
´M  36745
´N 803921
´O    219
´P   6416
´Q     96
´R     17
´S     60
´T   6499
´U  11470
´V     72
´W     59
´X 151638
´Y   1755
´Z   4874
´[   2307
´\     57
´]    241
´^   5481
´_  52921
´`   4915
´a   1063
´b  11491
´c  34959
´d  32912
´e   6194
´f  15241
´g    254
´h    746
´i    413
´j    498
´k   1570
´l    172
´m     70
´n   2921
´o   7196
´p    178
´q   1753
´r   7387
´s     23
´t     22
´u    165
´v    471
´w    115
´x  19080
´y  10918
´z    539
´{    126
´|    664
´}    295
´~    683
´¡  20356
´¢   1017
´£ 599147
´¤  13849
´¥    469
´¦   2533
´§  20429
´¨    549
´©  29206
´ª    471
´«  81878
´¬    288
´­  14672
´®    422
´¯   1122
´°   6339
´±  40043
´²  23231
´³   2757
´´   1368
´µ  54548
´¶  32256
´·   1302
´¸   6171
´¹   8517
´º  29462
´»  15910
´¼  44507
´½    199
´¾     68
´¿  93394
´À  19015
´Á 168934
´Â  23108
´Ã   2040
´Ä    396
´Å   1038
´Æ    552
´Ç    303
´È   5289
´É   4583
´Ê   2709
´Ë  16213
´Ì    558
´Í    126
´Î  65240
´Ï   1684
´Ð    160
´Ñ  11925
´Ò   3258
´Ó   7582
´Ô    979
´Õ    819
´Ö   2096
´×   7212
´Ø     32
´Ù     97
´Ú  14902
´Û   8149
´Ü   5650
´Ý  13412
´Þ   3570
´ß   5885
´à    856
´á    387
´â    410
´ã     28
´ä  20031
´å  23431
´æ     10
´ç   8792
´è    510
´é   2515
´ê   3466
´ë    465
´ì    315
´í   1121
´î  18369
´ï    999
´ð   2284
´ñ    125
´ò  28325
´ó    192
´ô    120
´õ    873
´ö   8101
´÷   4610
´ø    184
´ù   2271
´ú  42962
´û    323
´ü   1336
´ý   4746
´þ   5526
µ@   1240
µA    167
µB     17
µC     19
µD    351
µE     17
µF     17
µG     17
µH    100
µI   1243
µJ   7098
µK    676
µL 368361
µM 364596
µN   4273
µO    340
µP  30757
µQ     25
µR   1165
µS   8446
µT    282
µU   3670
µV   3099
µW     37
µX   6263
µY   4700
µZ    329
µ[    190
µ\    881
µ]    787
µ^  29126
µ_     15
µ`    214
µa   2278
µb   1149
µc    112
µd    854
µe  77423
µf   9352
µg    146
µh  38864
µi    256
µj    113
µk    825
µl   2959
µm    371
µn  32345
µo 374961
µp     77
µq   2657
µr     34
µs   9387
µt    738
µu  23341
µv    601
µw  54667
µx     88
µy  13420
µz     37
µ{ 197707
µ|   9092
µ}   4518
µ~    575
µ¡  23081
µ¢    135
µ£  17987
µ¤    416
µ¥ 177504
µ¦  25152
µ§  27690
µ¨    260
µ©   3614
µª  68517
µ«    395
µ¬   6550
µ­    248
µ®    585
µ¯    313
µ°   1005
µ±    635
µ² 129335
µ³    856
µ´  59291
µµ  10953
µ¶   1088
µ·  16204
µ¸  31927
µ¹ 189973
µº    597
µ»     13
µ¼    119
µ½  38229
µ¾  10156
µ¿     73
µÀ     18
µÁ    163
µÂ   2896
µÃ   1195
µÄ   3523
µÅ    150
µÆ    277
µÇ   1172
µÈ   1936
µÉ    233
µÊ   2362
µË     27
µÌ    146
µÍ     82
µÎ   9918
µÏ   2037
µÐ   9485
µÑ   1067
µÒ   1196
µÓ   4392
µÔ    249
µÕ    161
µÖ     73
µ×   3741
µØ 260565
µÙ   1224
µÚ     24
µÛ 210770
µÜ   7057
µÝ     19
µÞ    526
µß   2020
µà     21
µá   7217
µâ   2465
µã     52
µä    989
µå   2033
µæ  14828
µç      7
µè     21
µé     35
µê  19729
µë    214
µì   5333
µí    124
µî     90
µï   1654
µð    572
µñ     26
µò     17
µó  18525
µô  10310
µõ   5753
µö   1270
µ÷     74
µø  86815
µù  27683
µú   4036
µû  41999
µü  34187
µý   9379
µþ     43
¶@    439
¶A   1118
¶B   1479
¶C    180
¶D  77163
¶E   2992
¶F    835
¶G     10
¶H  82336
¶I   1076
¶J    268
¶K  24507
¶L   2075
¶M    289
¶N    101
¶O  73882
¶P  12551
¶Q  43668
¶R 143064
¶S   1595
¶T   3881
¶U   1563
¶V  58490
¶W  73305
¶X   4733
¶Y    540
¶Z  14075
¶[    426
¶\    174
¶]  55821
¶^  10708
¶_    412
¶`    543
¶a     78
¶b   3571
¶c    180
¶d   3610
¶e   1407
¶f    265
¶g  32814
¶h   9922
¶i 212481
¶j     32
¶k     79
¶l  15910
¶m  23208
¶n     19
¶o    324
¶p    919
¶q  75841
¶r   1278
¶s   3697
¶t    409
¶u    157
¶v   2980
¶w   1527
¶x     70
¶y     12
¶z    355
¶{    914
¶|    886
¶} 265943
¶~    663
¶¡ 221727
¶¢  13450
¶£     41
¶¤ 112529
¶¥  16038
¶¦    275
¶§  48494
¶¨    953
¶©  13987
¶ª    374
¶«    215
¶¬     36
¶­   2926
¶®  19823
¶¯  68173
¶°  58884
¶±    894
¶²   4996
¶³  54540
¶´    645
¶µ  39517
¶¶  44024
¶·  53837
¶¸     27
¶¹    446
¶º  19113
¶»    111
¶¼   9855
¶½     51
¶¾   1990
¶¿    264
¶À  88187
¶Á     63
¶Â  64983
¶Ã  51811
¶Ä    680
¶Å   2424
¶Æ   8263
¶Ç 101724
¶È  22327
¶É   8849
¶Ê   4383
¶Ë  61254
¶Ì  13350
¶Í    204
¶Î      8
¶Ï    401
¶Ð    302
¶Ñ    249
¶Ò   2824
¶Ó    412
¶Ô   7587
¶Õ  33183
¶Ö     19
¶×   3765
¶Ø    200
¶Ù   6622
¶Ú    684
¶Û    300
¶Ü 353524
¶Ý   1520
¶Þ    202
¶ß     90
¶à    274
¶á    690
¶â  50941
¶ã  42327
¶ä    876
¶å    362
¶æ    526
¶ç     29
¶è     27
¶é  58048
¶ê  19328
¶ë  12591
¶ì   4635
¶í    778
¶î   5760
¶ï    768
¶ð  10107
¶ñ  10810
¶ò    977
¶ó     31
¶ô  26543
¶õ    498
¶ö      9
¶÷     49
¶ø  10147
¶ù   3977
¶ú    750
¶û   7446
¶ü     69
¶ý  25049
¶þ     12
·@    776
·A    774
·B    352
·C    599
·D     26
·E    502
·F  48479
·G   6691
·H    928
·I     81
·J   1783
·K   1014
·L  32489
·M   5458
·N 322755
·O   9660
·P 203436
·Q 525378
·R 262882
·S   5571
·T  13655
·U  20254
·V   4705
·W   2301
·X    430
·Y    193
·Z     94
·[    505
·\   4855
·]    119
·^     56
·_    464
·`     86
·a     50
·b    806
·c     99
·d  30263
·e    766
·f  13371
·g     29
·h  12118
·i   1171
·j   4655
·k    626
·l  11726
·m   9746
·n  15391
·o   1147
·p     73
·q  22557
·r    893
·s 334204
·t  24382
·u   1338
·v   1397
·w   2347
·x   7422
·y    175
·z     91
·{     35
·| 894569
·}   1407
·~ 112036
·¡  43767
·¢    960
·£   1320
·¤    195
·¥  48680
·¦  15110
·§  59558
·¨  40360
·©    238
·ª     30
·«    698
·¬   6279
·­    188
·®    285
·¯     56
·°   1670
·±     36
·²   2061
·³  37303
·´  10895
·µ   3733
·¶   1240
··     58
·¸   1422
·¹   1706
·º     31
·»   2532
·¼    318
·½  48575
·¾  11378
·¿     85
·À  19510
·Á     82
·Â     17
·Ã    768
·Ä   1107
·Å  36448
·Æ  11131
·Ç  64150
·È   4869
·É   7147
·Ê   1608
·Ë  11477
·Ì     26
·Í     27
·Î   2671
·Ï  15409
·Ð  46473
·Ñ    934
·Ò   1928
·Ó  60147
·Ô    689
·Õ     41
·Ö    473
·×   4107
·Ø   1716
·Ù   8474
·Ú     18
·Û     21
·Ü     59
·Ý   6775
·Þ    259
·ß    179
·à  21193
·á    728
·â    193
·ã    182
·ä    471
·å   1010
·æ   2931
·ç  20193
·è     31
·é     64
·ê    178
·ë   1462
·ì   6320
·í 354718
·î    662
·ï    406
·ð    255
·ñ    150
·ò    501
·ó     49
·ô    374
·õ     36
·ö   7565
·÷     35
·ø   1887
·ù  13792
·ú  10115
·û    246
·ü    425
·ý    366
·þ  23871
¸@   3740
¸A    174
¸B    649
¸C   2223
¸D     74
¸E    172
¸F     52
¸G   3071
¸H   8403
¸I  17737
¸J   5279
¸K    642
¸L   1509
¸M    131
¸N     66
¸O   1957
¸P     71
¸Q     16
¸R   1745
¸S    992
¸T  17702
¸U  96237
¸V   1039
¸W   1005
¸X   2835
¸Y    334
¸Z    228
¸[    501
¸\     52
¸]   1344
¸^    226
¸_    776
¸`  52773
¸a   1451
¸b     23
¸c     45
¸d    342
¸e     64
¸f    852
¸g 282242
¸h    200
¸i    109
¸j   2091
¸k    237
¸l     31
¸m  28732
¸n   3932
¸o  26900
¸p   6918
¸q 115744
¸r   4127
¸s  39731
¸t  45455
¸u   3233
¸v   3104
¸w    272
¸x     93
¸y   5106
¸z   3932
¸{   1548
¸|    169
¸}  30714
¸~   1527
¸¡   4278
¸¢    496
¸£  85822
¸¤   1256
¸¥   2818
¸¦   2649
¸§    497
¸¨  58567
¸©   1124
¸ª   1323
¸«   1097
¸¬    449
¸­  26791
¸®   2162
¸¯  10409
¸°    272
¸±     56
¸²   2121
¸³   3443
¸´    139
¸µ    596
¸¶    305
¸·   1140
¸¸    527
¸¹ 140616
¸º    311
¸»    514
¸¼    364
¸½     80
¸¾   1132
¸¿    411
¸À    614
¸Á   5697
¸Â    235
¸Ã     28
¸Ä     14
¸Å    271
¸Æ     62
¸Ç    833
¸È   2344
¸É  37810
¸Ê    952
¸Ë  78681
¸Ì 183675
¸Í    796
¸Î   9921
¸Ï     15
¸Ð     14
¸Ñ 180531
¸Ò    294
¸Ó 216069
¸Ô  24081
¸Õ 121652
¸Ö  21528
¸×   1256
¸Ø   9115
¸Ù    290
¸Ú    518
¸Û  28547
¸Ü 265861
¸Ý    675
¸Þ   3211
¸ß  16292
¸à   2951
¸á    574
¸â   3075
¸ã     15
¸ä     29
¸å     24
¸æ     27
¸ç     17
¸è     84
¸é   4188
¸ê1115608
¸ë   1935
¸ì   3044
¸í    110
¸î    111
¸ï    293
¸ð     50
¸ñ   7011
¸ò 112513
¸ó   3666
¸ô 232737
¸õ  35617
¸ö    138
¸÷   1139
¸ø    832
¸ù     12
¸ú   7443
¸û 161783
¸ü  26261
¸ý    406
¸þ     83
¹@    432
¹A  12610
¹B  72593
¹C  54425
¹D 386382
¹E   2207
¹F  68312
¹G   7474
¹H  13155
¹I    732
¹J  39200
¹K    323
¹L 586922
¹M  14043
¹N    433
¹O   1514
¹P    859
¹Q    946
¹R      8
¹S   1991
¹T    471
¹U     44
¹V     74
¹W     76
¹X    418
¹Y     53
¹Z     42
¹[    200
¹\    190
¹]   1826
¹^     20
¹_   1401
¹`     61
¹a   6587
¹b     86
¹c     17
¹d    735
¹e     25
¹f    262
¹g     23
¹h    274
¹i    848
¹j  15125
¹k    381
¹l    466
¹m    658
¹n    250
¹o      7
¹p  24053
¹q 509516
¹r    100
¹s  15588
¹t   5514
¹u    386
¹v   1174
¹w  44980
¹x   5538
¹y  10055
¹z     15
¹{   2022
¹|   2040
¹}   1829
¹~    145
¹¡   6673
¹¢   6526
¹£   3248
¹¤    164
¹¥    925
¹¦     23
¹§    542
¹¨     30
¹©   3293
¹ª  14563
¹«  14641
¹¬   3158
¹­    165
¹®    517
¹¯     24
¹°     43
¹±   1776
¹²   2708
¹³ 243002
¹´   6872
¹µ    449
¹¶     24
¹·     11
¹¸    525
¹¹   1473
¹º  24630
¹»     14
¹¼    321
¹½  16578
¹¾     27
¹¿    109
¹À  55429
¹Á   9637
¹Â    534
¹Ã   1313
¹Ä   7283
¹Å  21507
¹Æ   1889
¹Ç   2465
¹È    158
¹É    489
¹Ê   2362
¹Ë    158
¹Ì     13
¹Í   1337
¹Î  62106
¹Ï  74216
¹Ð  16193
¹Ñ    507
¹Ò  44397
¹Ó   3392
¹Ô   2775
¹Õ    580
¹Ö    740
¹×     39
¹Ø   6786
¹Ù   5288
¹Ú  71231
¹Û    127
¹Ü   7067
¹Ý     12
¹Þ    143
¹ß    163
¹à    848
¹á     21
¹â   1018
¹ã     29
¹ä    631
¹å    486
¹æ  10569
¹ç  13818
¹è   4170
¹é   1016
¹ê 264457
¹ë    327
¹ì  12845
¹í     92
¹î  20535
¹ï 500435
¹ð   1976
¹ñ    464
¹ò    309
¹ó     14
¹ô   8321
¹õ  32840
¹ö    175
¹÷     98
¹ø    949
¹ù   8776
¹ú   4543
¹û    332
¹ü   9406
¹ý   6856
¹þ     84
º@   1078
ºA  52194
ºB    678
ºC  42566
ºD  16178
ºE    498
ºF   1484
ºG  15736
ºH    550
ºI   8368
ºJ   2069
ºK   7990
ºL   4859
ºM   3569
ºN  11879
ºO    727
ºP    682
ºQ    102
ºR   2419
ºS     21
ºT     35
ºU    312
ºV   4235
ºW     94
ºX   9992
ºY     53
ºZ   4502
º[   2209
º\    184
º]  11119
º^    631
º_   1136
º`    171
ºa  27310
ºb   1468
ºc  25541
ºd    137
ºe    377
ºf    309
ºg     50
ºh    568
ºi    186
ºj  10111
ºk    110
ºl    424
ºm     29
ºn   1206
ºo     20
ºp  24532
ºq  80050
ºr     31
ºs    299
ºt  68360
ºu  12305
ºv    470
ºw   7275
ºx    404
ºy    422
ºz   5025
º{    337
º|   8914
º}  20978
º~  26469
º¡  71310
º¢   1077
º£   3103
º¤    408
º¥  17443
º¦   5107
º§    549
º¨     60
º©  29193
ºª     38
º«    988
º¬    456
º­    153
º®   2789
º¯    993
º°    210
º±    887
º²    638
º³   3247
º´   1271
ºµ  18879
º¶   2282
º·    127
º¸  38126
º¹     66
ºº     45
º»   6251
º¼     45
º½   1155
º¾    740
º¿   6369
ºÀ   7583
ºÁ     23
ºÂ   2747
ºÃ  47964
ºÄ     51
ºÅ    185
ºÆ  18284
ºÇ     68
ºÈ    424
ºÉ  58387
ºÊ   9152
ºË   1686
ºÌ    334
ºÍ    868
ºÎ  33220
ºÏ  25440
ºÐ  63470
ºÑ   7930
ºÒ   2500
ºÓ  20230
ºÔ     43
ºÕ   1499
ºÖ  52055
º×   6519
ºØ 245042
ºÙ  58681
ºÚ    207
ºÛ   8854
ºÜ   1694
ºÝ  20659
ºÞ 170135
ºß    186
ºà    352
ºá     98
ºâ 142333
ºã    193
ºä    437
ºå   2700
ºæ     60
ºç    211
ºè      8
ºé   3668
ºê   3723
ºë  69858
ºì   1311
ºí     46
ºî   6113
ºï   1739
ºð    479
ºñ  17990
ºò  22470
ºó    492
ºô 169776
ºõ   5576
ºö   1467
º÷    309
ºø   4124
ºù    148
ºú   1549
ºû  34363
ºü   9713
ºý     29
ºþ     70
»@   9363
»A   4129
»B    518
»C   1195
»D  58075
»E  18174
»F   2531
»G   4691
»H   3633
»I   1301
»J     70
»K    152
»L   7973
»M     35
»N    174
»O 109725
»P 264663
»Q    436
»R  41993
»S    257
»T   4633
»U     63
»V     69
»W   2276
»X   8034
»Y    897
»Z    665
»[    567
»\  20590
»]   2124
»^    154
»_    986
»`   1237
»a  16589
»b    130
»c    430
»d    220
»e   8152
»f    535
»g    746
»h    563
»i    573
»j   1355
»k   1263
»l     82
»m      7
»n    700
»o     47
»p    386
»q   1594
»r   1806
»s  27753
»t     79
»u    597
»v     11
»w    891
»x  19351
»y  89329
»z    448
»{ 153895
»|    912
»}   6960
»~  44398
»¡ 638724
»¢     35
»£    657
»¤   3761
»¥    144
»¦     30
»§     22
»¨  19043
»©    400
»ª   6659
»«   6274
»¬    100
»­     63
»®   3628
»¯  31746
»°  27733
»±     24
»²  18716
»³   1153
»´  50407
»µ     76
»¶   3190
»·  80657
»¸     43
»¹   7390
»º   2957
»»  10160
»¼   5007
»½    127
»¾     22
»¿     35
»À   1885
»Á     16
»Â     27
»Ã    690
»Ä   8655
»Å  11827
»Æ     24
»Ç     20
»È  19166
»É   3512
»Ê  26579
»Ë     71
»Ì    169
»Í    690
»Î   1026
»Ï     56
»Ð     13
»Ñ     55
»Ò    188
»Ó    337
»Ô   3502
»Õ   9841
»Ö   1153
»×    213
»Ø   1142
»Ù  12357
»Ú  39814
»Û    481
»Ü     18
»Ý  90154
»Þ    106
»ß     57
»à    608
»á  10245
»â  36858
»ã    188
»ä   2621
»å   1101
»æ   5596
»ç    953
»è    162
»é   3269
»ê    679
»ë    454
»ì    295
»í   2648
»î   9961
»ï   6662
»ð    126
»ñ 218326
»ò 535402
»ó   6595
»ô  12418
»õ   8198
»ö  10938
»÷    920
»ø   1546
»ù 102882
»ú   4421
»û     49
»ü    522
»ý     20
»þ    602
¼@  34177
¼A   1826
¼B  29759
¼C  30674
¼D    231
¼E     28
¼F  11526
¼G    173
¼H  25152
¼I    120
¼J   1990
¼K  25319
¼L  14356
¼M   1050
¼N   2409
¼O    927
¼P    504
¼Q   8374
¼R   1072
¼S   1806
¼T    829
¼U     32
¼V    366
¼W  34603
¼X   1629
¼Y   2681
¼Z   5551
¼[    220
¼\      9
¼]     42
¼^    535
¼_    454
¼`    462
¼a    182
¼b   2589
¼c     41
¼d   3566
¼e  10361
¼f  10923
¼g 111228
¼h  22305
¼i   2160
¼j      7
¼k     34
¼l    468
¼m    809
¼n    144
¼o  17356
¼p   2232
¼q   3963
¼r    774
¼s  46522
¼t  32799
¼u  26708
¼v 110761
¼w  60841
¼x  38219
¼y  21321
¼z  24112
¼{  29844
¼|     19
¼}  10657
¼~  13130
¼¡     76
¼¢   5354
¼£    296
¼¤   5190
¼¥   1149
¼¦  18408
¼§    969
¼¨    703
¼©   1098
¼ª    336
¼«   3674
¼¬    511
¼­     23
¼®    557
¼¯  14122
¼°   2147
¼±    354
¼²  11534
¼³   3120
¼´   2092
¼µ   6444
¼¶   2041
¼·  13638
¼¸    515
¼¹   3658
¼º    411
¼»   4790
¼¼    370
¼½  26108
¼¾   2602
¼¿     34
¼À    115
¼Á     19
¼Â     29
¼Ã     12
¼Ä  23215
¼Å   1547
¼Æ 161281
¼Ç   4284
¼È  14391
¼É  29856
¼Ê   1646
¼Ë 301165
¼Ì    555
¼Í     23
¼Î    890
¼Ï  17300
¼Ð  92618
¼Ñ   3216
¼Ò  34786
¼Ó  47232
¼Ô    345
¼Õ    397
¼Ö 168280
¼×     19
¼Ø    233
¼Ù   3531
¼Ú  17225
¼Û   1975
¼Ü    288
¼Ý   5763
¼Þ    918
¼ß   2245
¼à     52
¼á   3839
¼â   3526
¼ã    229
¼ä   7110
¼å   1032
¼æ   3564
¼ç   8541
¼è    108
¼é  11709
¼ê   4366
¼ë    278
¼ì   1702
¼í   3359
¼î    256
¼ï   4300
¼ð    166
¼ñ     14
¼ò     11
¼ó     10
¼ô  22719
¼õ   2994
¼ö  52375
¼÷    145
¼ø     24
¼ù    159
¼ú  23436
¼û    217
¼ü   2364
¼ý   2440
¼þ   4600
½@    534
½A    421
½B     43
½C     87
½D    345
½E   3112
½F    744
½G   2457
½H    577
½I     11
½J     85
½K   1292
½L  20111
½M   2660
½N    470
½O    866
½P    314
½Q    432
½R    983
½S    958
½T  79923
½U   1692
½V    224
½W    384
½X  45990
½Y    203
½Z   6943
½[    186
½\    410
½]    656
½^    187
½_   1506
½`    499
½a   8093
½b   6963
½c  16885
½d  20868
½e    186
½f    181
½g  49397
½h     54
½i     17
½j     26
½k  10050
½l   1538
½m  49683
½n   2157
½o   3042
½p    139
½q    513
½r   1119
½s  38087
½t  32816
½u  88361
½v    179
½w   7883
½x     11
½y     13
½z    161
½{    285
½|  28923
½}  24233
½~   4017
½¡   2089
½¢     94
½£    764
½¤   2902
½¥   1438
½¦   5012
½§   4000
½¨     22
½©    345
½ª   1312
½«   1459
½¬  11039
½­    541
½®   1188
½¯    956
½°    914
½±   7126
½²  20290
½³   1371
½´   2217
½µ   1631
½¶     17
½·     19
½¸   3200
½¹   2943
½º   5868
½»    728
½¼   5016
½½   1411
½¾    169
½¿    620
½À    232
½Á    212
½Â     16
½Ã  26635
½Ä  22907
½Å    432
½Æ  14979
½Ç    482
½È    177
½É     22
½Ê     85
½Ë  16173
½Ì  10963
½Í  65267
½Î    290
½Ï   8895
½Ð 576417
½Ñ  29277
½Ò  70719
½Ó    142
½Ô    475
½Õ  61916
½Ö 132063
½× 193909
½Ø    178
½Ù     23
½Ú    329
½Û    132
½Ü     63
½Ý   1778
½Þ  24947
½ß   4107
½à  26279
½á   7653
½â   5106
½ã    346
½ä   5699
½å  17005
½æ  65227
½ç   9505
½è  53139
½é     42
½ê     20
½ë   2521
½ì  49894
½í     92
½î   3301
½ï    284
½ð   7037
½ñ  10740
½ò   4362
½ó     48
½ô     14
½õ    211
½ö   3535
½÷  20777
½ø   8767
½ù    107
½ú  18029
½û    245
½ü  23165
½ý     57
½þ     17
¾@     21
¾A  43229
¾B   2678
¾C   2794
¾D  15597
¾E   5222
¾F   5737
¾G  15451
¾H   4595
¾I     16
¾J   2173
¾K  11754
¾L   1461
¾M    176
¾N    141
¾O     23
¾P  13028
¾Q   2958
¾R    659
¾S    212
¾T   1827
¾U   5831
¾V    103
¾W  10369
¾X    330
¾Y    154
¾Z    153
¾[    187
¾\  10982
¾]    730
¾^    756
¾_  11745
¾`   2316
¾a  28286
¾b    620
¾c   7928
¾d    681
¾e   1574
¾f     32
¾g     61
¾h    123
¾i  36306
¾j   3346
¾k    463
¾l  21111
¾m   2716
¾n   5707
¾o    168
¾p   5987
¾q    174
¾r   7898
¾s    637
¾t     19
¾u    633
¾v  13606
¾w     75
¾x  11924
¾y   5188
¾z   2040
¾{    271
¾|   8226
¾}     69
¾~   2132
¾¡     26
¾¢     23
¾£    251
¾¤   6431
¾¥   6206
¾¦   6149
¾§   6535
¾¨   9665
¾©    128
¾ª    187
¾«    979
¾¬    787
¾­     59
¾®   5527
¾¯   4489
¾°     12
¾±   3595
¾²     30
¾³    587
¾´   2411
¾µ    527
¾¶    136
¾·    935
¾¸   2361
¾¹  77660
¾º     64
¾»    800
¾¼    408
¾½    429
¾¾   1559
¾¿    487
¾À   7434
¾Á   2399
¾Â   4451
¾Ã    126
¾Ä   9519
¾Å     54
¾Æ    364
¾Ç 806783
¾È   1184
¾É  62860
¾Ê    106
¾Ë  13709
¾Ì  10573
¾Í    585
¾Î   1048
¾Ï     80
¾Ð  29345
¾Ñ   7396
¾Ò    607
